plan_id,plan_name,intensity,focus_area,total_duration_min,est_calories,exercises_json
1514,Intense Upper Plan #1514,intense,upper,59,506,"[{""name"": ""Pull-ups"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 5, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 54, ""note"": """"}, {""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Squat Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 4, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 66, ""note"": """"}, {""name"": ""Pilates Mat"", ""type"": ""mobility_core"", ""primary"": ""core"", ""intensity_score"": 1, ""duration_min"": 6, ""sets"": 5, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 18, ""note"": """"}, {""name"": ""Push-ups (explosive)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 4, ""reps"": 4, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 54, ""note"": """"}, {""name"": ""Box Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 7, ""sets"": 5, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 77, ""note"": """"}, {""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 10, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 12, ""work_sec"": 30, ""rest_sec"": 20, ""est_calories"": 80, ""note"": """"}, {""name"": ""Jumping Jacks"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 6, ""work_sec"": 40, ""rest_sec"": 15, ""est_calories"": 60, ""note"": """"}, {""name"": ""Rowing Machine (intense)"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 7, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 12, ""work_sec"": 20, ""rest_sec"": 15, ""est_calories"": 77, ""note"": """"}]"
1515,Moderate Mobility Plan #1515,moderate,mobility,84,709,"[{""name"": ""Glute Bridges"", ""type"": ""strength"", ""primary"": ""glutes"", ""intensity_score"": 1, ""duration_min"": 8, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 32, ""note"": """"}, {""name"": ""Dumbbell Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Battle Ropes"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}, {""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}, {""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 42, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}]"
1516,Moderate Glutes Plan #1516,moderate,glutes,43,411,"[{""name"": ""Jump Rope"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}, {""name"": ""Medicine Ball Slams"", ""type"": ""power"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 50, ""note"": """"}, {""name"": ""Lunges"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 56, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}]"
1517,Moderate Upper Plan #1517,moderate,upper,76,677,"[{""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 42, ""note"": """"}, {""name"": ""Bodyweight Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 30, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 135, ""note"": """"}, {""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 210, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 260, ""note"": """"}]"
1518,Moderate Core Plan #1518,moderate,core,77,618,"[{""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 42, ""note"": """"}, {""name"": ""Light Cycling"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 100, ""note"": """"}, {""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 200, ""note"": """"}, {""name"": ""Farmer's Carry"", ""type"": ""strength"", ""primary"": ""grip"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 36, ""note"": """"}, {""name"": ""Cycling (HIIT)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}]"
1519,Moderate Mobility Plan #1519,moderate,mobility,65,659,"[{""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 35, ""note"": """"}, {""name"": ""Chair Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 15, ""note"": """"}, {""name"": ""Box Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 66, ""note"": """"}, {""name"": ""Battle Ropes"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}, {""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 9, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 63, ""note"": """"}, {""name"": ""Jump Rope"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}]"
1520,Moderate Glutes Plan #1520,moderate,glutes,35,184,"[{""name"": ""Yoga Flow"", ""type"": ""mobility"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 9, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 27, ""note"": """"}, {""name"": ""Step-ups"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 42, ""note"": """"}, {""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 48, ""note"": """"}, {""name"": ""Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Walking Lunges (slow)"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 8, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 32, ""note"": """"}]"
1521,Light Core Plan #1521,light,core,60,655,"[{""name"": ""Bodyweight Calisthenics (easy)"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 20, ""note"": """"}, {""name"": ""Chair Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 15, ""note"": """"}, {""name"": ""Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 35, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 45, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 585, ""note"": """"}]"
1522,Light Fullbody Plan #1522,light,fullbody,30,185,"[{""name"": ""Resistance Band Work"", ""type"": ""strength"", ""primary"": ""varied"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 2, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 20, ""note"": """"}, {""name"": ""Thrusters"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 2, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 55, ""note"": """"}, {""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Pilates Mat"", ""type"": ""mobility_core"", ""primary"": ""core"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 15, ""note"": """"}, {""name"": ""Push-ups (explosive)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 45, ""note"": """"}, {""name"": ""Yoga Flow"", ""type"": ""mobility"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 15, ""note"": """"}]"
1523,Moderate Chest Plan #1523,moderate,chest,86,787,"[{""name"": ""Pilates Mat"", ""type"": ""mobility_core"", ""primary"": ""core"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 15, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}, {""name"": ""Battle Ropes"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 360, ""note"": """"}, {""name"": ""Kettlebell Swings"", ""type"": ""strength_cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 50, ""note"": """"}, {""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 140, ""note"": """"}, {""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 42, ""note"": """"}]"
1524,Moderate Shoulders Plan #1524,moderate,shoulders,51,510,"[{""name"": ""Farmer's Carry"", ""type"": ""strength"", ""primary"": ""grip"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 48, ""note"": """"}, {""name"": ""Kettlebell Swings"", ""type"": ""strength_cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 60, ""note"": """"}, {""name"": ""Box Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 66, ""note"": """"}, {""name"": ""Squat Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 66, ""note"": """"}, {""name"": ""Bodyweight Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 30, ""note"": """"}, {""name"": ""Cycling (HIIT)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}]"
1525,Moderate Chest Plan #1525,moderate,chest,93,705,"[{""name"": ""Bench Press (heavy)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 40, ""note"": """"}, {""name"": ""Thrusters"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 55, ""note"": """"}, {""name"": ""Step-ups"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 36, ""note"": """"}, {""name"": ""Light Cycling"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 75, ""note"": """"}, {""name"": ""Light Rowing"", ""type"": ""cardio_low"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 150, ""note"": """"}, {""name"": ""Jump Rope"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 300, ""note"": """"}, {""name"": ""Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 49, ""note"": """"}]"
1526,Moderate Cardio Plan #1526,moderate,cardio,86,637,"[{""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 20, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 35, ""note"": """"}, {""name"": ""Brisk Walk"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 120, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 225, ""note"": """"}, {""name"": ""Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 42, ""note"": """"}, {""name"": ""Sprint Intervals"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 195, ""note"": """"}]"
